연번,쉼터명,상세주소,경도,위도
128,초강경로당,부산광역시 동구 초량상로35번길 18 (초량동),129.0356603,35.1156435
129,초일경로당,부산광역시 동구 망양로478번길 16 (초량동),129.034633,35.1171201
130,우국부녀경로당,부산광역시 동구 초량로60번길 12,129.036711,35.120098
131,더나눔어린이작은도서관,부산광역시 동구 영초윗길 48 (더나눔),129.032689,35.118494
132,죽림공동체,부산광역시 동구 초량상로63번가길 28 (초량동),129.0365562,35.1187655
133,초량이바구방재공원,부산광역시 동구 초량동 859-46,129.0334693,35.1185296
134,망양로산복도로전시관,부산광역시 동구 망양로 488 (초량동),129.0331883,35.1177039
135,새마을경로당,부산광역시 동구 초량남로 32,129.0328574,35.1193616
136,일팔경로당,부산광역시 동구 영초길211번길 13 (초량동),129.0351722,35.1179867
137,우국경로당,부산광역시 동구 초량로60번길 12 (초량동),129.0366957,35.1201016
138,초량2동행정복지센터,부산광역시 동구 중앙대로209번길 30 (초량동),129.038482,35.1165014
139,이바구공작소,부산광역시 동구 망양로486번길 14-13,129.033836,35.117111
140,장기려박사더나눔,부산광역시 동구 영초윗길 48,129.032701,35.118499
141,마실한바쿠,부산광역시 동구 영초윗길 55 (초량동),129.0325221,35.1187721
142,초량새마을금고본점,부산광역시 동구 초량상로 75,129.037978,35.118472
143,초량이바구작은도서관,부산광역시 동구 초량중로 113 (이바구복합문화체육센터),129.040537,35.12173
144,초삼경로당,부산광역시 동구 초량상로 118-4,129.040168,35.121865
145,정발장군동상옆쌈지공원(초량3동소규모마을공원),부산광역시 동구 초량동 1147-21,129.0420415,35.120287
146,초량3동행정복지센터,부산광역시 동구 초량상로 112 (초량동),129.039858,35.1214004
147,부산중학교후문쌈지공원,부산광역시 동구 초량동 773-1,129.0377365,35.1226387
148,선화부녀경로당,부산광역시 동구 초량로80번길 32 (초량동),129.0347508,35.1215169
149,초량6동행정복지센터(2층),부산광역시 동구 초량로 75 (초량동),129.0344533,35.1200183
150,정화경로당,부산광역시 동구 구봉중길5번길 2 (초량동),129.034169,35.1261632
151,구봉경로당,부산광역시 동구 망양로610번길 57 (초량동),129.0366125,35.1226794
152,선화경로당,부산광역시 동구 초량로80번길 32 (초량동),129.0347537,35.1215321
153,연화경로당,부산광역시 동구 초량남로 51-8 (초량동),129.0305078,35.1189586
154,팔남매의단칸방,부산광역시 동구 망양로533번길 39,129.028573,35.118273
155,유치환의우체통(2층),부산광역시 동구 망양로580번길 2,129.033822,35.122087
156,이바구캠프도시민박촌(1층),부산광역시 동구 망양로533번길 30-8 (초량동),129.0285954,35.1190464
157,동구노인복지관분관,부산광역시 동구 초량남로 12 (초량동),129.0348449,35.1195839
158,고관부녀경로당,부산광역시 동구 홍곡로 80-3 (수정동고관경로당),129.043324,35.125493
159,수정1배수지,부산광역시 동구 망양로 672,129.0403277,35.1262402
160,고관경로당,부산광역시 동구 홍곡로 80-3 (수정동),129.0433207,35.1255007
161,수정1동행정복지센터,부산광역시 동구 홍곡로 71 (수정동),129.042221,35.1253997
162,아르미나경로당,부산광역시 동구 홍곡남로 50 (수정동 아르미나아파트),129.0375727,35.1256827
163,동구노인종합복지관,부산광역시 동구 홍곡중로5번길 24 (수정동),129.0404078,35.1257771
164,동구장애인복지관,부산광역시 동구 망양로 748 (동구장애인복지관),129.040443,35.130937
165,동구시민마당들락날락어린이작은도서관,부산광역시 동구 중앙대로 374 (코로나19예방접종센터),129.049039,35.128526
166,부산진역(마을버스)배리어프리스테이션,부산광역시 동구 중앙대로 365,129.047946,35.128186
167,협성휴포레경로당,부산광역시 동구 중앙대로 357 (수정동 협성휴포레·부산진역 오션뷰),129.0468,35.1277
168,수정2동작은도서관쌈지공원,부산광역시 동구 수정동 1105-81,129.0389406,35.1318332
169,고지대그린테마공원,부산광역시 동구 수정동 771-1,129.0401405,35.130645
170,수정2동행정복지센터,부산광역시 동구 수정중로11번길 23 (수정동),129.042618,35.1299627
171,망양경로당,부산광역시 동구 수정서로 20-1,129.043039,35.13101
172,망양부녀경로당,부산광역시 동구 수정서로 20-1,129.043039,35.13101
173,수운경로당,부산광역시 동구 망양로737번길 11 (수정동),129.0401047,35.1298596
174,만리경로당,부산광역시 동구 수정공원로 71-8 (수정동),129.0391096,35.132584
175,수정애마을,부산광역시 동구 망양로756번길 38 (수정동),129.0418106,35.1304584
176,조양경로당,부산광역시 동구 수정서로 20-1 (수정동),129.0430149,35.1309893
177,외솔부녀경로당,부산광역시 동구 수정남로 9-16,129.043887,35.126611
178,03-157수정4동(종점)배리어프리스테이션,부산광역시 동구 수정공원남로 38 (수정4동 주민복합커뮤니티),129.038794,35.127414
179,수정동우리동네방재공원,부산광역시 동구 수정동 969-194,129.0419542,35.1266025
180,수정4동소규모테마체육공원,부산광역시 동구 수정동 960-1,129.0385467,35.1287543
181,수정4동행정복지센터,부산광역시 동구 망양로685번길 2 (수정동),129.0406787,35.1270889
182,수정4동경로당,부산광역시 동구 수정공원남로 38 (수정동),129.0389943,35.1274421
183,남성경로당,부산광역시 동구 수정공원로 5,129.041226,35.128219
184,외솔경로당,부산광역시 동구 수정남로 9-16 (수정동),129.0438572,35.1266348
185,수정마루,부산광역시 동구 망양로689번길 26 (수정동),129.0395,35.1274
186,동구중앙새마을금고수정지점,부산광역시 동구 망양로 691-1,129.041066,35.127523
187,수동부녀경로당,부산광역시 동구 수정공원북로 13 (부산시동구대한노인회),129.046166,35.137456
188,수오부녀경로당,부산광역시 동구 망양로795번길 28 (수정5동경로당),129.041255,35.134434
189,수정부녀경로당,부산광역시 동구 수정중로37번가길 4,129.044854,35.132279
190,수정5동실버특화작은도서관,부산광역시 동구 망양로795번길 2 (수정5동복합커뮤니티센터),129.042398,35.133901
191,수성아파트체육공원,부산광역시 동구 수정동 440-16,129.0437929,35.1365909
192,수정5동행정복지센터,부산광역시 동구 망양로795번길 2,129.04237,35.133864
193,새마을금고범곡제3지점,부산광역시 동구 망양로 800 (수정동),129.0428862,35.1339594
194,수오경로당,부산광역시 동구 망양로795번길 28 (수정동),129.0412742,35.1344376
195,수동경로당,부산광역시 동구 수정공원북로 13 (수정동),129.0461612,35.1374668
196,수정경로당,부산광역시 동구 수정중로37번가길 4 (수정동),129.0448496,35.1322857
197,수정골마실,부산광역시 동구 수성로41번길 12 (수정동),129.0437713,35.135723
198,능풍장부녀경로당,부산광역시 동구 능풍길 8 (능풍장경로당),129.047247,35.132111
199,좌일부녀경로당,부산광역시 동구 정공단로21번가길 23 (좌일경로당),129.053959,35.136046
200,성북VR만화카페,부산광역시 동구 성북로 31 (좌천동),129.0496008,35.1367539
201,좌천삼거리쌈지공원,부산광역시 동구 좌천동 195-1,129.053906,35.133503
202,두리슈퍼앞쌈지공원,부산광역시 동구 좌천동 834-10,129.0479372,35.1325821
203,좌천동행정복지센터,부산광역시 동구 좌천남로 19,129.0491543,35.1313898
204,좌일경로당,부산광역시 동구 정공단로21번가길 23,129.0539618,35.1360449
205,좌이경로당,부산광역시 동구 증산로 51,129.0499363,35.1330023
206,능풍장경로당,부산광역시 동구 능풍길 8,129.0472419,35.1321178
207,좌사경로당,부산광역시 동구 성북로55번길 22,129.0481468,35.1381115
208,학원경로당,부산광역시 동구 성북로55번길 22,129.0481468,35.1381115
209,성북경로당,부산광역시 동구 성북로22번길 17 (좌천동 좌천시민아파트),129.0499109,35.1361002
210,좌수경로당,부산광역시 동구 증산로8번길 9,129.0464824,35.1347296
211,동심경로당,부산광역시 동구 증산로8번길 9,129.0464824,35.1347296
212,쉼터경로당,부산광역시 동구 고관로153번길 8-4 (좌천동),129.0499431,35.131417
213,부산포개항문화관,부산광역시 동구 증산로 100,129.052932,35.135641
214,증산해마루,부산광역시 동구 증산서로 24 (좌천동),129.0488997,35.1366574
215,가마뫼나들목,부산광역시 동구 증산로 74,129.0513847,35.1337825
216,좌천생활문화센터,부산광역시 동구 증산서로 18-1 (좌천동),129.0486127,35.1361507
217,호랭이마을꿈터작은도서관,부산광역시 동구 안창로 57 (동구종합사회복지관),129.042526,35.14553
218,동구도서관,부산광역시 동구 성북로36번길 54 (동구도서관),129.051415,35.137696
219,03-175한성기린아파트배리어프리스테이션,부산광역시 동구 범일동 62-775,129.056704,35.139145
220,03-014성북고개배리어프리스테이션,부산광역시 동구 범일동 1433-2,129.048099,35.138776
221,동구만화체험관,부산광역시 동구 성북로 42-1 (범일동),129.0497768,35.1378199
222,증산부녀경로당앞평상,부산광역시 동구 증산로 153-8,129.0526842,35.1394924
223,아리랑고개카페,부산광역시 동구 망양로 880-1 (범일동),129.0483633,35.138989
224,널박경로당,부산광역시 동구 범곡로33번가길 11,129.0553856,35.1399643
225,증산경로당,부산광역시 동구 증산로 153-8 (범일동),129.0526038,35.1394496
226,증산부녀경로당,부산광역시 동구 증산로 153-8 (범일동),129.0525717,35.1394386
227,범일경로당,부산광역시 동구 증산동로 74-1 (범일동),129.0536848,35.137844
228,한성기린경로당,부산광역시 동구 중앙대로 514 (범일동 한성기린프라자),129.0569651,35.1390065
229,범일1동행정복지센터,부산광역시 동구 범상로 10-1 (범일동),129.0491921,35.1412832
230,범일생활문화센터(1층),부산광역시 동구 범곡로 14,129.056031,35.139391
231,범성경로당,부산광역시 동구 안창로 57 (범일동),129.0425241,35.1455338
232,호천경로당,부산광역시 동구 범곡로 46,129.0539532,35.1411132
233,호천부녀경로당,부산광역시 동구 범곡로 46,129.0539532,35.1411132
234,삼상경로당,부산광역시 동구 성북로 58-1,129.0484453,35.13864
235,삼상부녀경로당,부산광역시 동구 성북로 58-1,129.0484453,35.13864
236,범곡경로당,부산광역시 동구 범내남로 27-1,129.0496267,35.1418317
237,범곡부녀경로당,부산광역시 동구 범내남로 27-1,129.0496267,35.1418317
238,범이부녀경로당,부산광역시 동구 범일로89번길 46,129.05881,35.139641
239,재봉틀공방,부산광역시 동구 자성로103번길 16 (소잉스페이스'틀'(재봉틀공방)),129.062023,35.136526
240,부산진성한복문화관,부산광역시 동구 자성로75번길 32 (한복문화관(전시장)),129.060307,35.136099
241,부산진성공원,부산광역시 동구 자성로 99,129.0612261,35.1361125
242,범일2동행정복지센터,부산광역시 동구 범일로 58 (범일동),129.0598217,35.1351219
243,범이경로당,부산광역시 동구 범일로89번길 46 (범일동),129.0588051,35.139658
244,자성대경로당,부산광역시 동구 자성로75번길 30-8 (범일동),129.0605003,35.1360147
245,두산포세이돈경로당,부산광역시 동구 자성로116번길 2 (범일동 두산위브포세이돈Ⅱ),129.0634614,35.1357208
246,자성대노인복지관,부산광역시 동구 자성로140번길 32 (범일동),129.0648293,35.1356352
247,NH농협은행부산진지점,부산광역시 동구 부산진성공원로 4 (범일동),129.0598887,35.1369118
248,부산동구새마을금고본점,부산광역시 동구 범일로89번길 33,129.058627,35.139071
249,수남부녀경로당,부산광역시 동구 충장대로289번길 17 (수남문화센터),129.051824,35.126992
250,항덕부녀경로당,부산광역시 동구 성남로33번길 14-1,129.053612,35.129693
251,수남어린이작은도서관,부산광역시 동구 충장대로289번길 17 (수남문화센터),129.051824,35.126992
252,좌천범일어린이공원,부산광역시 동구 좌천동 1167,129.05512,35.132514
253,범일5동행정복지센터마을버스정류장역,부산광역시 동구 성남로47번길 13 (좌천동),129.053641,35.1304347
254,수남경로당앞체육시설,부산광역시 동구 충장대로289번길 23  (좌천동),129.051817,35.1271583
255,범일5동행정복지센터,부산광역시 동구 성남로47번길 13 (좌천동),129.0537947,35.1305023
256,항덕경로당,부산광역시 동구  성남로33번길  14-1  (좌천동),129.0536178,35.1296849
257,수남경로당,부산광역시 동구  충장대로289번길  17  수남문화센터 (좌천동),129.0518301,35.1269865
258,영도도서관남항분관,부산광역시 영도구 절영로 71 (영도어린이영어도서관),129.039104,35.088522
259,남항동행정복지센터,부산광역시 영도구 남항로9번길 1,129.037647,35.090018
260,대평경로당,부산광역시 영도구 대평로27번길 8-8 (대평동1가),129.034,35.0913
261,영도구노인복지관,부산광역시 영도구 절영로29번길 14,129.040115,35.091375
262,영선1동행정복지센터,부산광역시 영도구 꿈나무길 25 (영선동1가),129.0447704,35.0902459
263,아이존빌@경로당,부산광역시 영도구 영선대로 98,129.043465,35.088346
264,영선2동행정복지센터,부산광역시 영도구 영선대로 65,129.041343,35.087038
265,이송도경로당,부산광역시 영도구 향토길 12,129.046045,35.078491
266,영선반도보라경로당,부산광역시 영도구 해안산책길 30,129.040173,35.082042
267,3355공원,부산광역시 영도구 신선동2가 131-297,129.048398,35.088046
268,신선동산정약수터,부산광역시 영도구 신선동3가 112-121,129.048157,35.081086
269,신선동행정복지센터,부산광역시 영도구 하나길 317,129.045177,35.083407
270,영도구종합사회복지관,부산광역시 영도구 산정길 138,129.047538,35.08124
271,신선경로당,부산광역시 영도구 하나길 542,129.046762,35.087472
272,영로경로당,부산광역시 영도구 하나길 333 (신선동3가),129.0453,35.0838
273,봉래1동행정복지센터,부산광역시 영도구 대교로6번길 5 (봉래동3가),129.0443078,35.0934918
274,봉래2동쌈지공원,부산광역시 영도구 장미계단길 123,129.0552293,35.092647
275,봉래2동행정복지센터,부산광역시 영도구 태종로 160 (수도빌딩),129.046119,35.093405
276,새마을경로당,부산광역시 영도구 봉래길 112,129.05177,35.09169
277,영도구노인복지관분관,부산광역시 영도구 봉래길 372,129.056497,35.091057
278,청학1동행정복지센터,부산광역시 영도구 청학서로 78 (청학동),129.0583907,35.0969
279,건곤경로당,부산광역시 영도구 태종로292번길 72 (청학동),129.0556455,35.0959497
280,청송경로당,부산광역시 영도구 청학서로45번길 22 (청학동),129.0557125,35.0953506
281,영도구청실내체육관,부산광역시 영도구 태종로 423 (영도구청),129.068156,35.091285
282,조내기e-그린공원,부산광역시 영도구 청학동 산 39-31,129.0607434,35.087626
283,청학2동행정복지센터,부산광역시 영도구 태종로 394 (청학동),129.0657547,35.0919226
284,학수경로당,부산광역시 영도구 청학동로 32-6,129.062713,35.090226
285,화신@경로당,부산광역시 영도구 태종로358번길 3 (청학화신아파트 1동),129.063559,35.093894
286,롯데낙천대@경로당,부산광역시 영도구 청학남로 48,129.062684,35.08847
287,영도구장애인복지관,부산광역시 영도구 함지로79번길 6 (영도어울림문화공원),129.065299,35.074696
288,영도도서관,부산광역시 영도구 함지로79번길 6 (동삼동),129.0665084,35.0756124
289,절영공원,부산광역시 영도구 함지로 29  (동삼동),129.0613171,35.0719492
290,상구룡쌈지공원,부산광역시 영도구 동삼동 363-71,129.0721195,35.0756645
291,와치공원,부산광역시 영도구 동삼동 510-4,129.0677235,35.0758238
292,동삼1동행정복지센터,부산광역시 영도구 중리로 44-1 (동삼동),129.0684074,35.0749034
293,절영종합사회복지관,부산광역시 영도구 함지로 33-10 (동삼동),129.0617649,35.0722143
294,와치종합사회복지관,부산광역시 영도구 함지로79번길 76,129.065509,35.076003
295,절영@경로당,부산광역시 영도구 와치로 231 (절영아파트213동),129.067138,35.076719
296,한진로즈힐경로당,부산광역시 영도구 와치로 294,129.071717,35.073315
297,동삼2동행정복지센터,부산광역시 영도구 동삼오션로 27 (동삼동),129.082894,35.0684451
298,하리경로당,부산광역시 영도구 태종로773번길 9,129.081432,35.068038
299,상리공원,부산광역시 영도구 동삼동 1123-4,129.0656111,35.0836209
300,동삼3동행정복지센터,부산광역시 영도구 상리로 39,129.068675,35.084736
301,상리종합사회복지관,부산광역시 영도구 상리로 63-16 (상리종합사회복지관),129.06855,35.085966
302,동삼종합사회복지관,부산광역시 영도구 상리로 30,129.066788,35.083361
303,부전1동노인경로당,부산광역시 부산진구 부전로 130-10 (부전동),129.0560129,35.1608542
304,부전1동할머니경로당,부산광역시 부산진구 부전로 130-10 (부전동),129.0560183,35.160852
305,서부경로당,부산광역시 부산진구 새싹로 90-1 (범전동),129.0535668,35.1650424
306,범전할머니경로당,부산광역시 부산진구 범전로33번길 56-7 (범전동),129.0582633,35.1645973
307,부전1동주민센터,부산광역시 부산진구 범전로5번길 13,129.0630071,35.163506
308,서면지하도상가중앙몰중앙분수대,부산광역시 부산진구 가야대로 지하 777 (가야로상지하상가),129.054727,35.156165
309,부산청년잡(JOB)성장카페(2호점),부산광역시 부산진구 가야대로 772 (롯데백화점부산본점),129.056002,35.156642
310,부산청년잡(JOB)성장카페(1호점),부산광역시 부산진구 가야대로 772 (롯데백화점부산본점),129.056002,35.156642
311,청년두드림센터,부산광역시 부산진구 가야대로 772 (롯데백화점부산본점),129.056002,35.156642
312,부산청년마음건강센터(청춘소설),부산광역시 부산진구 신천대로62번길 28,129.058604,35.151956
313,부전2동주민센터,부산광역시 부산진구 부전로20번길 13 (부전제2동주민센터),129.056793,35.152603
314,이동노동자지원센터서면센터,부산광역시 부산진구 서면로 38,129.058007,35.154096
315,부전2동제2경로당,부산광역시 부산진구 신천대로 148 (부전동),129.0517858,35.1551966
