od_id,origin_name,origin_lat,origin_lng,origin_district,dest_name,dest_lat,dest_lng,dest_district,straight_line_km,distance_band,situation_id,weather,departure_at,carry_luggage,stroller,shade_priority,minimize_transfers,avoid_stairs,low_floor_priority,source_kind
od-07e24873c3bb12337742,(주)신광에너지 (서구),35.083551,129.0249056,서구,공쌤수학교습소 (부산진구),35.1570383,129.0502026,부산진구,8.4892,medium_4_to_12km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-e75fac4ddb8a00481f67,낙원각 (사상구),35.1507254,128.998818,사상구,지금이 힐링할 때 (연제구),35.1839286,129.0687565,연제구,7.3517,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-8058cc7acd7bfb759494,쿠우 (중구),35.099224,129.0359804,중구,지에스25 송정프리미엄 (해운대구),35.1806262,129.2015935,해운대구,17.5701,long_12_to_25km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-785358fbe329f90ec155,워시프렌즈 셀프빨래방 부산 사직점 (동래구),35.1970656,129.0632798,동래구,이안네일(Iann nail) (기장군),35.2505303,129.218555,기장군,15.3063,long_12_to_25km,stroller_daytime,normal,2026-08-03T11:00:00+09:00,false,true,false,false,true,true,synthetic_od_from_public_poi
od-3dace445f3bb1b7b777c,그날 (서구),35.0790021,129.0169222,서구,스이류 (중구),35.1058753,129.0350519,중구,3.4132,short_1_5_to_4km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-6afbe660fcea9e14080c,미조대구뽈찜 (동구),35.1307778,129.0482642,동구,G&G콘택트렌즈 (남구),35.1442132,129.0747171,남구,2.8316,short_1_5_to_4km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-5510550bb03c4f764618,신창보석 (남구),35.1162201,129.1112991,남구,도화 (연제구),35.1875346,129.0855162,연제구,8.269,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-fb982c5cb81b42201932,엔이에스(NES)수학전문학원 (동래구),35.1925218,129.1030537,동래구,하이발달상담센터 (연제구),35.1982485,129.0768556,연제구,2.4643,short_1_5_to_4km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-f0cfb669a6f9f4e4c741,통영멸치쌈밥 (동래구),35.1975338,129.1094937,동래구,숙이네 (금정구),35.2608059,129.0891329,금정구,7.2746,medium_4_to_12km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-364e95a5a1ea89dc82a0,겟바디핏 (해운대구),35.1648511,129.1638446,해운대구,밀양식육점 (수영구),35.1598081,129.1127122,수영구,4.6819,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-6c7a13bf3b5f903a1e26,중앙상회 (동래구),35.2038965,129.0853751,동래구,나우(Now)뷰티 (동래구),35.2201407,129.0838136,동래구,1.8118,short_1_5_to_4km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-ce369a461db8d7d722cd,예스 에어컨 (북구),35.1961091,129.006561,북구,양푼이동태찌개 (사상구),35.1804289,128.9850322,사상구,2.6206,short_1_5_to_4km,heat_shade_midday,heatwave,2026-08-03T14:30:00+09:00,false,false,true,false,false,false,synthetic_od_from_public_poi
od-68e1e3f160e1948e5755,예쁨가득 피부샵 (사상구),35.194389,128.9937353,사상구,속옷나라 (사상구),35.167087,128.9828641,사상구,3.1926,short_1_5_to_4km,heat_shade_midday,heatwave,2026-08-03T14:30:00+09:00,false,false,true,false,false,false,synthetic_od_from_public_poi
od-949f456ef78f877a3488,선양 우드림 (강서구),35.1116824,128.8883997,강서구,마돈나빠마 (서구),35.1120594,129.0165579,서구,11.6575,medium_4_to_12km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-1fe41a060eb034d04fef,더예쁨 (사하구),35.098778,128.9594461,사하구,부산종합주방 (사하구),35.0847468,128.9776581,사하구,2.2759,short_1_5_to_4km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-401e16f7e7eca9c3e635,카페요있다 (동구),35.1172502,129.0395962,동구,대박축산 (남구),35.1240063,129.080561,남구,3.8008,short_1_5_to_4km,coldwave_morning,coldwave,2026-12-07T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-bd40d38d75b143869aef,남산핏자 (금정구),35.264536,129.0901036,금정구,땡깡 (수영구),35.1667614,129.1184794,수영구,11.1735,medium_4_to_12km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-772455c2ed41e0694fd6,우성돈까스 (동래구),35.2041452,129.1015339,동래구,링크에스테틱 (연제구),35.1945458,129.080504,연제구,2.1888,short_1_5_to_4km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-b897ef85c143e3420851,브이점핑체온다이어트 (수영구),35.1732678,129.1014304,수영구,고성돼지국밥 (사하구),35.1026247,128.9732262,사하구,14.0573,long_12_to_25km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-ca8449954646406dc13f,(신)조방낙지 (동래구),35.1998368,129.0626532,동래구,지에스25 반여한빛점 (해운대구),35.2054301,129.1259889,해운대구,5.7882,medium_4_to_12km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-01e246e569b0aca505db,고고돈까스 (영도구),35.0951511,129.044983,영도구,국제통닭(동삼점) (영도구),35.0768239,129.071029,영도구,3.1256,short_1_5_to_4km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-ba1aae7403ac3eb279a7,목촌갈비탕 (동래구),35.2057422,129.0692324,동래구,사리원 (서구),35.1090753,129.016711,서구,11.7617,medium_4_to_12km,stroller_daytime,normal,2026-08-03T11:00:00+09:00,false,true,false,false,true,true,synthetic_od_from_public_poi
od-c64aac6071dbefc0ede2,에프엠퍼스널트레이닝 3호점 (연제구),35.1784079,129.0742974,연제구,백남옥달인 손만두 (금정구),35.2160825,129.1034831,금정구,4.9581,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-f60cd3f0815df2d7b7a6,나무한의원 (동래구),35.2045765,129.102111,동래구,행복한상 (금정구),35.2296251,129.0924437,금정구,2.9205,short_1_5_to_4km,coldwave_morning,coldwave,2026-12-07T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-b8c6269dd597d19f11ca,지리산식당 (기장군),35.3261195,129.2776697,기장군,아보 (기장군),35.245578,129.2151445,기장군,10.6026,medium_4_to_12km,heat_shade_midday,heatwave,2026-08-03T14:30:00+09:00,false,false,true,false,false,false,synthetic_od_from_public_poi
od-2129c0273e6f95f6e355,주식회사 글로벌양상국 (해운대구),35.1604227,129.1556877,해운대구,달콤뷰티 (동래구),35.2045817,129.0756325,동래구,8.7775,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-f235bef4948fc8ef1437,조방오리와숯불갈비 (동구),35.1378895,129.0591196,동구,회포 (해운대구),35.1973436,129.1307209,해운대구,9.2772,medium_4_to_12km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-4676246f529fd822467b,명가원곱창 (사상구),35.1749206,128.9890153,사상구,경성 (사상구),35.156625,128.984787,사상구,2.0704,short_1_5_to_4km,coldwave_morning,coldwave,2026-12-07T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-c46c85cbd878b718331e,딱이네식당 (수영구),35.1726721,129.1013144,수영구,반송오뎅바 (해운대구),35.2313078,129.1572217,해운대구,8.2652,medium_4_to_12km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-77ff6f57732fb9177c45,민뷰티 (북구),35.2109933,129.0267992,북구,거기가면 (금정구),35.2426392,129.0940095,금정구,7.0464,medium_4_to_12km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-e10b4a10cddb1c04a891,동아루 (사하구),35.1105092,128.9667967,사하구,본가아구찜 (사하구),35.0965507,128.9942201,사하구,2.9381,short_1_5_to_4km,coldwave_morning,coldwave,2026-12-07T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-62e08ab1520d9eae0d72,부영사 (동구),35.1295074,129.0486175,동구,세진유통 (북구),35.2128619,129.0171128,북구,9.7009,medium_4_to_12km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-75c214444be542bd3499,야끼니꾸 쇼신 (수영구),35.1560557,129.1216498,수영구,푸르네 홈케어 설비 (수영구),35.1744782,129.1117597,수영구,2.2371,short_1_5_to_4km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-38940697a239d823edb8,고봉김밥 (북구),35.2111753,129.0293126,북구,자연조경 (남구),35.1123734,129.080973,남구,11.9479,medium_4_to_12km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-a1fa2009fb823a044524,비밀의 정원 (금정구),35.2318811,129.0850755,금정구,도전노래연습장 (금정구),35.2155151,129.1035347,금정구,2.4745,short_1_5_to_4km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-7fc3cd52251b703838aa,굿모닝치과의원 (부산진구),35.1728496,129.0715734,부산진구,소나무집 (동구),35.1169534,129.0389718,동구,6.8861,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-daee065495085a0acada,식이네 (동구),35.1158151,129.0380849,동구,네임부스(Namebooth) (금정구),35.2393541,129.0876443,금정구,14.4566,long_12_to_25km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-a1d287bd72d9bbe60897,소봉정식당 (서구),35.1127162,129.0150165,서구,고디스시 (중구),35.1080051,129.0369533,중구,2.063,short_1_5_to_4km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-69ef6c9f3a75fa91c308,(주)나아짐코리아 (해운대구),35.1593256,129.144242,해운대구,맛깔참죽연산토곡점 (연제구),35.1905582,129.1000697,연제구,5.3085,medium_4_to_12km,stroller_daytime,normal,2026-08-03T11:00:00+09:00,false,true,false,false,true,true,synthetic_od_from_public_poi
od-b33dbff9fce56455e48d,얄랑네일 (북구),35.2411171,129.0146621,북구,주촌뒷고기 (북구),35.2081736,129.0020606,북구,3.8378,short_1_5_to_4km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-49f1b4879407ab5fec4f,부산출장세차 (사상구),35.1483779,128.9983445,사상구,엠제이(MJ D&D ACADEMY) (수영구),35.1728894,129.1005368,수영구,9.6815,medium_4_to_12km,heat_shade_midday,heatwave,2026-08-03T14:30:00+09:00,false,false,true,false,false,false,synthetic_od_from_public_poi
od-0ca5752300734dc7e231,사하 스카이 학원 (사하구),35.0917909,128.9952665,사하구,세모케이스 (서구),35.1125372,129.016326,서구,2.9987,short_1_5_to_4km,heat_shade_midday,heatwave,2026-08-03T14:30:00+09:00,false,false,true,false,false,false,synthetic_od_from_public_poi
od-5164a5c966332faa84b5,명품달인김밥 송도점 (서구),35.0816408,129.0156839,서구,광진피엔아이 (사상구),35.1814895,128.9806894,사상구,11.5498,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-26db5e103208e6727da5,대동반점 (강서구),35.1806127,128.9543444,강서구,죽이야기 부산대학병원점 (서구),35.1014231,129.0187486,서구,10.575,medium_4_to_12km,coldwave_morning,coldwave,2026-12-07T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-4cae6e9ab70738008d7d,도도한족발and보쌈 (해운대구),35.2005864,129.1325588,해운대구,담아가다 (동래구),35.1927003,129.099517,동래구,3.1278,short_1_5_to_4km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-f7a8e7547d65a81b15d4,깃발집미주구리물회 (동래구),35.2204356,129.0838408,동래구,버터풀앤크리멀러스 (해운대구),35.1610271,129.156787,해운대구,9.3584,medium_4_to_12km,coldwave_morning,coldwave,2026-12-07T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-1344d03dbf05c7739c7c,탕림 (연제구),35.1822697,129.0745946,연제구,차미반점 (동래구),35.1985537,129.1104903,동래구,3.7308,short_1_5_to_4km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-4e9fd3167b41fa5e8538,미래패션 (부산진구),35.1674425,129.0298922,부산진구,국시랑 김밥 (사상구),35.1564762,128.9891093,사상구,3.9028,short_1_5_to_4km,heat_shade_midday,heatwave,2026-08-03T14:30:00+09:00,false,false,true,false,false,false,synthetic_od_from_public_poi
od-6b26545b9be661b2c3f4,공순대 (중구),35.1006366,129.0268707,중구,한광무역 (금정구),35.2260806,129.0894255,금정구,15.0633,long_12_to_25km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-0b737a9c71f8073a6370,감전시장 상인회 (사상구),35.1559627,128.9846086,사상구,21C헤어샵미용실 (사상구),35.1544897,129.0144363,사상구,2.7167,short_1_5_to_4km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-be5965d35c07d771d823,부산애견호텔 강아지유치원 맘바이 사하구점 (사하구),35.0564481,128.9710758,사하구,60계치킨 부산장림점 (사하구),35.076208,128.9727406,사하구,2.2024,short_1_5_to_4km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-8186a9b31e990fd767ef,경우모터스 (강서구),35.1034632,128.8414808,강서구,이마트24 녹산더시티점 (강서구),35.0893963,128.8532695,강서구,1.8966,short_1_5_to_4km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-cb709a448115ec9f4ed1,(주)동성모터스 라이카카메라 해운대 (해운대구),35.1612149,129.1634777,해운대구,공주헤어#(샵) (연제구),35.1806485,129.0862813,연제구,7.342,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-84746da0919a793323bf,제일부식 (서구),35.0849072,129.0240933,서구,CIEN(협신1호) (중구),35.1018225,129.0304128,중구,1.9668,short_1_5_to_4km,stroller_daytime,normal,2026-08-03T11:00:00+09:00,false,true,false,false,true,true,synthetic_od_from_public_poi
od-e194813436716f7c9277,(주)아이조아키즈랜드 (기장군),35.3204564,129.233937,기장군,부경모터스 밧데리할인마트 (기장군),35.3277545,129.1737447,기장군,5.5208,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-dfa06460ae1cdbd7dddf,차가네 (영도구),35.0926948,129.0435312,영도구,기리곳간 (서구),35.1102101,129.0161925,서구,3.1589,short_1_5_to_4km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-e8787bff841ef1a08614,(재)동아문화재단 (서구),35.12051,129.0187498,서구,"금비 참기름,고추방앗간 (북구)",35.211041,129.0143216,북구,10.0747,medium_4_to_12km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-1ff856f3e26e22da535e,에코올리베또 (서구),35.1099405,129.0206255,서구,천일미터산업 (남구),35.13123,129.0873062,남구,6.5103,medium_4_to_12km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-041553be0af046b393e0,그릭하다 (남구),35.1325687,129.1011742,남구,소문난 통 찌게마을 (금정구),35.2140665,129.105521,금정구,9.0708,medium_4_to_12km,coldwave_morning,coldwave,2026-12-07T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-080c0e4664a96fd51619,굿모닝약국 (금정구),35.2144416,129.1047752,금정구,동일상회 (해운대구),35.2329365,129.157408,해운대구,5.2045,medium_4_to_12km,stroller_daytime,normal,2026-08-03T11:00:00+09:00,false,true,false,false,true,true,synthetic_od_from_public_poi
od-85a2460b549bdd5c90d3,홀인원로또 (북구),35.2413751,129.014131,북구,김종구식맛치킨 전기바베큐 옛날통닭 부산 화명점 (북구),35.2249486,129.0083976,북구,1.8993,short_1_5_to_4km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-e4cc3ed88d7334036851,소문난왕족발 (부산진구),35.1652871,129.042083,부산진구,달리는포차 (북구),35.2123189,129.024541,북구,5.4673,medium_4_to_12km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-e432d6662af48e506fa2,바스타 (BASTA)J.S. 커피로스팅 LAB (북구),35.1954784,129.0067753,북구,한국타이어동창대리점 (사상구),35.1517677,128.9736445,사상구,5.7177,medium_4_to_12km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-0ba16ffc3ea4a0fc041f,(주)제주스토리투어 (남구),35.1337229,129.1003226,남구,부산옷집 (중구),35.100808,129.028944,중구,7.4528,medium_4_to_12km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-83c421e1fa35e00f262c,소떼식당 (서구),35.0984086,129.0228085,서구,(A)헤어 (강서구),35.1027741,128.9251894,강서구,8.894,medium_4_to_12km,coldwave_morning,coldwave,2026-12-07T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-4ec4a5a1c83d9d564d62,태흥리싸이클링 (강서구),35.22101,128.9834977,강서구,로베오네 (금정구),35.2367675,129.0856517,금정구,9.4427,medium_4_to_12km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-64ae221d44479fc5c7f3,달보름 족발 보쌈 (북구),35.1995825,129.0044559,북구,부산가구 (사하구),35.0723032,128.9844004,사하구,14.2698,long_12_to_25km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-f16d436b3e2cc20d5b5e,계성상회 (금정구),35.2290733,129.087593,금정구,타이어프라자 반송점 (해운대구),35.2240283,129.1455661,해운대구,5.2957,medium_4_to_12km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-eb401547926ffb3875fa,서부산서비스기아오토큐(주) (강서구),35.0999782,128.8438385,강서구,다담 (강서구),35.0666934,128.8325057,강서구,3.8421,short_1_5_to_4km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-c512ebd390bcd8080de0,신기의료기 해운대점 (해운대구),35.186865,129.126729,해운대구,(주)덴탈케어시스템 (북구),35.2341833,129.0133067,북구,11.5701,medium_4_to_12km,heat_shade_midday,heatwave,2026-08-03T14:30:00+09:00,false,false,true,false,false,false,synthetic_od_from_public_poi
od-caf5a79055352b272703,김해시락국밥 (사하구),35.0963107,128.9595798,사하구,순이상회 (해운대구),35.1824205,129.2036328,해운대구,24.1693,long_12_to_25km,balanced_morning,normal,2026-08-03T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-0d293641a14ab3d549a7,예삐네 (북구),35.2110403,129.0171169,북구,이마트24 부산진구청후문점 (부산진구),35.1621224,129.0541501,부산진구,6.3964,medium_4_to_12km,bad_air_midday,dust,2026-08-03T12:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-a3b47136f6d73425c46e,발렌타인 (사상구),35.1412379,128.9837577,사상구,초량떡방앗간 (남구),35.1386902,129.0901934,남구,9.6823,medium_4_to_12km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-97ac81d2b8afa38d3ec0,대한예수교장로회 세계로교회 (강서구),35.1004158,128.8419611,강서구,굿모닝홈케어 (연제구),35.1728832,129.0895481,연제구,23.9125,long_12_to_25km,coldwave_morning,coldwave,2026-12-07T08:30:00+09:00,false,false,false,false,false,false,synthetic_od_from_public_poi
od-8e85380b486c0e4e64cd,한양식당 (영도구),35.0928977,129.0335125,영도구,골목집 (남구),35.1139847,129.1113165,남구,7.4561,medium_4_to_12km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-d26265f546539662c2df,양포항 엄궁점 (사상구),35.1243641,128.9680361,사상구,곰방공방(GBGB) (부산진구),35.1571648,129.0656923,부산진구,9.5996,medium_4_to_12km,stroller_daytime,normal,2026-08-03T11:00:00+09:00,false,true,false,false,true,true,synthetic_od_from_public_poi
od-08e51df9f672603a67f0,사과당 부산 수영점 (수영구),35.1689309,129.1131858,수영구,드렁큰뮤직 (부산진구),35.1748677,129.0757465,부산진구,3.4664,short_1_5_to_4km,stroller_daytime,normal,2026-08-03T11:00:00+09:00,false,true,false,false,true,true,synthetic_od_from_public_poi
od-df63c3c808f6d5316ccd,빠넴 (남구),35.1372925,129.0898806,남구,하야리부대찌개 (부산진구),35.159424,129.0569586,부산진구,3.875,short_1_5_to_4km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-6f785c59b70e504f4ce0,풍어 (수영구),35.1541872,129.1297661,수영구,영도를 맛보다 (영도구),35.0898921,129.0417769,영도구,10.731,medium_4_to_12km,luggage_midday,normal,2026-08-03T12:30:00+09:00,true,false,false,true,false,false,synthetic_od_from_public_poi
od-c9608bd7baef3c9853ed,정경아헤어 (금정구),35.2700066,129.0918298,금정구,우드피안 (기장군),35.3164181,129.1751545,기장군,9.1555,medium_4_to_12km,stroller_daytime,normal,2026-08-03T11:00:00+09:00,false,true,false,false,true,true,synthetic_od_from_public_poi
od-1ce37b9b9360d824a13c,강무태권도 (금정구),35.2556644,129.087585,금정구,코지하우스 부곡대동점 (금정구),35.228643,129.0913018,금정구,3.0235,short_1_5_to_4km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-792bf19a889faf9bf0a0,가야포차선지국 (강서구),35.0860429,128.910604,강서구,진영기아 (영도구),35.0898742,129.0364864,영도구,11.4617,medium_4_to_12km,transfer_min_evening,normal,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-080032317b1c3d086e24,신은주소아과의원 (연제구),35.1905114,129.0839493,연제구,디아트 세라믹 (기장군),35.3232542,129.1851655,기장군,17.3876,long_12_to_25km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
od-3b1c323d62d6131c157d,진이네참치초밥 (강서구),35.1501948,128.8359138,강서구,노스트로 (강서구),35.1792451,128.952585,강서구,11.0867,medium_4_to_12km,rain_evening,rain,2026-08-03T17:30:00+09:00,false,false,false,true,false,false,synthetic_od_from_public_poi
